Old typology,New typology
FIN.S.0011. Software desactualizado con vulnerabilidades,011. Use of software with known vulnerabilities
FIN.S.0011. Software desactualizado con vulnerabilidades - Actualiaciones del Kernel y S.O,011. Use of software with known vulnerabilities
FIN.S.0011. Software desactualizado con vulnerabilidades - Kernel y S.O,011. Use of software with known vulnerabilities
FIN.S.0011. Software desactualizado con vulnerabilidades: MS17-010 Eternalblue,011. Use of software with known vulnerabilities
FIN.S.0011. Software desactualizado con vulnerabilidades: TNS Listener,011. Use of software with known vulnerabilities
FIN.S.0011. test,011. Use of software with known vulnerabilities
FIN.S.0011. Use of components with known vulnerabilities,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas - cloud,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas - Jquery 1.11.3,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas - Postgres,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas: Citrix,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas: Oracle TNS Listener Poisoning,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas: SAP Scheduler Directory Traversal,011. Use of software with known vulnerabilities
FIN.S.0011. Uso de componentes con vulnerabilidades conocidas: Sin soporte Oficial,011. Use of software with known vulnerabilities
FIN.S.0012. Acceso a recursos protegidos sin autenticación,006. Authentication mechanism absence or evasion
FIN.S.0012. Acceso a recursos protegidos sin autenticación - Gestor de Notificaciones Tabot,006. Authentication mechanism absence or evasion
FIN.S.0012. Acceso a recursos protegidos sin autenticación - Messenger - saldo,006. Authentication mechanism absence or evasion
FIN.S.0012. Acceso a recursos protegidos sin autenticación - Prometeo,006. Authentication mechanism absence or evasion
FIN.S.0012. Acceso a recursos protegidos sin autenticación - S3 Public Bucket,006. Authentication mechanism absence or evasion
FIN.S.0012. Acceso a recursos protegidos sin autorización,006. Authentication mechanism absence or evasion
FIN.S.0012. Acceso a registros protegidos sin autenticación,006. Authentication mechanism absence or evasion
FIN.S.0012. Access to protected resources without authentication,006. Authentication mechanism absence or evasion
FIN.S.0013. Funcionalidad Insegura - Keystore en repo,009. Sensitive information in source code
FIN.S.0013. Insecure Direct Object References,013. Insecure object reference
FIN.S.0013. Insecure Object Reference,013. Insecure object reference
FIN.S.0013. Referencia insegura - Movimientos,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Alicia,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Aumento Cupo Otro Cliente,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Consulta de saldo,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Generación de planilla,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Life Coach,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - NIT,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Prometeo,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Prometeo - Asignar usuarios,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Prometeo - Crear proyecto - Cambio gerente,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Prometeo - Editar,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos - Prometeo - Usuario de consulta,013. Insecure object reference
FIN.S.0013. Referencia insegura a objetos Proveedores,013. Insecure object reference
FIN.S.0014. Funcionalidad insegura,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura  - Untrusted AWS (Amazon Machine Image),014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Acceso a funcionalidades restringidas en el menu,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Actualización QR,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Administrar respuestas,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Bloqueo de sim,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Carga de archivos,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Descarga de reportes,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Eliminar de evidencias,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Enmascaramiento,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Enumeración de roles,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Factor doble autenticación,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Imagen de Seguridad,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Inicio de sesión,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - LFI,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - limite peticiones api,108. Improper control of interaction frequency
FIN.S.0014. Funcionalidad insegura - Listado de directorios,125. Directory listing
FIN.S.0014. Funcionalidad insegura - LocalStorage,085. Sensitive data stored in client-side storage
FIN.S.0014. Funcionalidad insegura - Monto de pago,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - OTP,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Pago de facturas ajenas,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Pass the Hash,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Preguntas de seguridad,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Prometeo - Creación de ulc,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Prometeo - Eliminación de personas,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Recuperación de Contraseña,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Reporte Máquinas,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - resources,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - restablecimiento de contraseña,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - solicitar retiro & obtener radicado,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura - Usuario como contraseña,014. Insecure functionality
"FIN.S.0014. Funcionalidad insegura ""Evasión control de usuarios registrados""",014. Insecure functionality
"FIN.S.0014. Funcionalidad insegura ""GET Modificable""",014. Insecure functionality
FIN.S.0014. Funcionalidad insegura (Evasión OTP),014. Insecure functionality
FIN.S.0014. Funcionalidad insegura (Local Storage),085. Sensitive data stored in client-side storage
FIN.S.0014. Funcionalidad insegura Evasión tiempo de inactividad,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura:  wdbrpc,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Acceso completo a árbol LDAP de DA,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Aumento de cupo,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Bitácoras modificables,091. Log injection
FIN.S.0014. Funcionalidad insegura: Bypass de autenticacion,006. Authentication mechanism absence or evasion
FIN.S.0014. Funcionalidad insegura: Cierre sesión,076. Insecure session management
FIN.S.0014. Funcionalidad insegura: Consulta de sesión,076. Insecure session management
FIN.S.0014. Funcionalidad insegura: Control antirobot no funcional,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Envío de OTP,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Envío OTP,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Falta de protección de integridad de reportes,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Hora legal no usada,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Inicio inseguro de sistema,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Kerberoast,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Límite aprobado,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Listado de directorios,125. Directory listing
FIN.S.0014. Funcionalidad insegura: Listar información confidencial de clientes desde cualquier rol.,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Local Storage,085. Sensitive data stored in client-side storage
FIN.S.0014. Funcionalidad insegura: LocalStorage,085. Sensitive data stored in client-side storage
FIN.S.0014. Funcionalidad insegura: Manipulación de comunicación serial,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: ModBus,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: MS-RPRN printer bug,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Pago sin OTP,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Protección física insegura,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Recuperar contraseña,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Secuestro de conversaciones,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: TNS Listener Poison Attack,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura: Validación inadecuada de la autenticidad del mensaje,014. Insecure functionality
FIN.S.0014. Funcionalidad insegura(Formula Injection),014. Insecure functionality
FIN.S.0014. Funcionalidad insegura(LocalStorage),085. Sensitive data stored in client-side storage
FIN.S.0014. Funcionalidad insegura(Parameter Injection),014. Insecure functionality
FIN.S.0014. Funcionalidad insegura(perfd),014. Insecure functionality
FIN.S.0014. Funcionalidad insegura(SessionStorage),085. Sensitive data stored in client-side storage
FIN.S.0014. Funciones inseguras,014. Insecure functionality
FIN.S.0014. Insecure Functionality - Password Recovery,033. Password change without identity check
FIN.S.0015. Insecure authentication method,015. Insecure authentication method - Basic
FIN.S.0015. Método de autenticación inseguro,015. Insecure authentication method - Basic
FIN.S.0016. Llave de cifrado no parametrizable,009. Sensitive information in source code
FIN.S.0016. Llave de cifrado no parametrizable - Secret key,009. Sensitive information in source code
FIN.S.0016. Llave de cifrado no parametrizable - SNS,009. Sensitive information in source code
FIN.S.0017. Información sensible enviada de forma insegura,017. Sensitive information sent insecurely
FIN.S.0017. Información sensible enviada de forma insegura - Contraseña,017. Sensitive information sent insecurely
FIN.S.0018. Carpetas compartidas sin control,018. Improper authentication for shared folders
FIN.S.0019. Credenciales de administrador guardadas en caché de procesos,019. Administrative credentials stored in cache memory
FIN.S.0019. Credenciales guardadas en caché de procesos,019. Administrative credentials stored in cache memory
FIN.S.0019. Credenciales guardadas en caché de procesos - Cookie,019. Administrative credentials stored in cache memory
FIN.S.0020. Absence of encryption of confidential information,020. Non-encrypted confidential information
FIN.S.0020. Absence of encryption of confidential information.,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial - Código fuente,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial - Contraseñas planas almacenadas,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial - Discos,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial - SNS Topics,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial - SQS Queues,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial - Tarjetas de Crédito,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial: Bases de datos,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial: Tarjetas,020. Non-encrypted confidential information
FIN.S.0020. Ausencia de cifrado de información confidencial: Tarjetas de credito,020. Non-encrypted confidential information
FIN.S.0020. Lack of encryption of confidential information,020. Non-encrypted confidential information
FIN.S.0020. Non-ciphered confidential information,020. Non-encrypted confidential information
FIN.S.0020. Non-encrypted confidential information,020. Non-encrypted confidential information
FIN.S.0021. Inyección XPath,021. XPath injection
FIN.S.0022. Use of insecure channel,022. Use of an insecure channel
FIN.S.0022. Uso de canal inseguro,022. Use of an insecure channel
FIN.S.0022. Uso de canal inseguro - AWS ELB2,022. Use of an insecure channel
FIN.S.0022. Uso de canal inseguro - dtd,022. Use of an insecure channel
FIN.S.0022. Uso de canal inseguro - vsftpd,022. Use of an insecure channel
FIN.S.0023. Redirección a sitios externos no controlada,023. Uncontrolled external site redirect - Host Header Injection
FIN.S.0023. Redirección a sitios externos no controlada - Messenger,023. Uncontrolled external site redirect - Host Header Injection
FIN.S.0024. Acceso no restringido entre segmentos de red,024. Unrestricted access between network segments - AWS
FIN.S.0024. Acceso no restringido entre segmentos de red - EC2 IPs públicas,024. Unrestricted access between network segments - AWS
FIN.S.0024. Unrestricted access between network segments,024. Unrestricted access between network segments - AWS
FIN.S.0025. Interceptación de llamadas,025. Call interception
FIN.S.0026. Enumeración de usuarios,026. User enumeration
FIN.S.0026. Enumeración de usuarios - Administrador,026. User enumeration
FIN.S.0026. Enumeración de usuarios - Búsquedas,026. User enumeration
FIN.S.0026. Enumeración de usuarios - Prometeo,026. User enumeration
FIN.S.0026. Enumeración de usuarios - SSH,026. User enumeration
FIN.S.0026. Enumeración de usuarios - Verificación de usuarios,026. User enumeration
FIN.S.0026. Enumeración de usuarios-documentId-customerId,026. User enumeration
FIN.S.0026. Enumeración de usuarios: GLPI,026. User enumeration
FIN.S.0026. Enumeración de usuarios: OpenSSH,026. User enumeration
FIN.S.0026. Enumeración de usuarios: SMTP,026. User enumeration
FIN.S.0026. Enumeración de usuarios: SMTP Sendmail,026. User enumeration
FIN.S.0026. Enumeración de usuarios(SSH),026. User enumeration
FIN.S.0026. User Enumeration,026. User enumeration
FIN.S.0026. User enumeration,026. User enumeration
FIN.S.0026. Users Enumeration,026. User enumeration
FIN.S.0027. Carga insegura de archivos,027. Insecure file upload
FIN.S.0027. Carga insegura de archivos - Prometeo,027. Insecure file upload
FIN.S.0027. Insecure file upload,027. Insecure file upload
FIN.S.0028. Archivos temporales inseguros,028. Insecure temporary files
FIN.S.0029. Control inadecuado de tamaño de archivos,029. Inadequate file size control
FIN.S.0030. Parámetros enviados por URL,030. Sensitive information sent via URL parameters
FIN.S.0031. Permisos de aplicación innecesarios,031. Excessive privileges - AWS
FIN.S.0031. Permisos de aplicación innecesarios - SES,031. Excessive privileges - AWS
FIN.S.0031. Permisos excesivos,031. Excessive privileges - AWS
FIN.S.0031. Permisos excesivos - JWT,031. Excessive privileges - AWS
FIN.S.0031. Permisos locales innecesarios,031. Excessive privileges - AWS
FIN.S.0031. Unnecessary application permissions,031. Excessive privileges - AWS
FIN.S.0032. Suplantación de identidad (spoofing),032. Spoofing
FIN.S.0032. Suplantación de identidad (spoofing) - Campos Insertados en Email,032. Spoofing
FIN.S.0032. Suplantación de identidad (spoofing) - correo,032. Spoofing
FIN.S.0032. Suplantación de usuario,032. Spoofing
FIN.S.0033. Cambio de contraseña sin verificar,033. Password change without identity check
FIN.S.0034. Generación de números aleatorios inseguros,034. Insecure generation of random numbers
FIN.S.0034. Insecure random number generation,034. Insecure generation of random numbers
FIN.S.0034. Insecure random numbers generation,034. Insecure generation of random numbers
FIN.S.0035. Política de credenciales débiles,035. Weak credential policy
FIN.S.0035. Política de credenciales débiles - Cambio de contraseña,035. Weak credential policy
FIN.S.0036. ViewState no cifrado,036. ViewState not encrypted
FIN.S.0037. Fuga de información técnica,037. Technical information leak
FIN.S.0038. Business Information Leak: Cross-Site-Leak History Length,038. Business information leak
FIN.S.0038. Fuga de información de negocio,038. Business information leak
FIN.S.0038. Fuga de información de negocio - AZLogica,038. Business information leak
FIN.S.0038. Fuga de información de negocio - código fuente,038. Business information leak
FIN.S.0038. Fuga de información de negocio - Datos sensibles almacenados en texto plano,038. Business information leak
FIN.S.0038. Fuga de información de negocio - LifeMiles,038. Business information leak
FIN.S.0038. Fuga de información de negocio - Reportes,038. Business information leak
FIN.S.0038. Fuga de información de negocio - Tarjetas,038. Business information leak
FIN.S.0038. Fuga de información de negocio - Tarjetas de Credito,038. Business information leak
FIN.S.0038. Fuga de información de negocio - Transacciones,038. Business information leak
FIN.S.0038. Fuga de información de negocio: Inteligencia y NAC,038. Business information leak
FIN.S.0038. Fuga de información de negocio: Mal uso de los recursos de la organizacion,038. Business information leak
FIN.S.0038. Fuga de información de negocio: Mal uso de los recursos de la organización.,038. Business information leak
FIN.S.0038. Fuga de información de negocio: Token JWT,038. Business information leak
FIN.S.0038. Fuga de información de negocio: Unidades de red con acceso restringido,038. Business information leak
FIN.S.0038. Fuga de información de negocio: Usuarios de conexión,038. Business information leak
FIN.S.0038. Leakage of business information,038. Business information leak
FIN.S.0039. Uso de web services sin autorización,039. Improper authorization control for web services
FIN.S.0039. Uso de web services sin autorización - Life Coach,039. Improper authorization control for web services
FIN.S.0039. Uso de web services sin autorización - Prometeo.,039. Improper authorization control for web services
FIN.S.0039. Uso de web services sin autorización - validación de roles,039. Improper authorization control for web services
FIN.S.0040. Web Services expuestos,040. Exposed web services
FIN.S.0041. Credenciales por defecto activadas,041. Enabled default credentials
FIN.S.0042.  Insecurely generated cookies,042. Insecurely generated cookies
FIN.S.0042. Cookies generadas de forma insegura,042. Insecurely generated cookies
FIN.S.0043. Cabeceras de seguridad HTTP no establecidas,043. Insecure or unset HTTP headers - Content-Security-Policy
FIN.S.0045. Code Injection (HTML),045. HTML code injection
FIN.S.0045. Inyección de código (HTML),045. HTML code injection
FIN.S.0045. Inyección de código (HTML) - Correo,045. HTML code injection
FIN.S.0046. Ausencia de ofuscación segura,046. Missing secure obfuscation - APK
FIN.S.0046. Binarios no ofuscados,046. Missing secure obfuscation - APK
FIN.S.0047. Automatic Enumeration of information,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información - Estado de transacciones,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información - Prometeo,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información - Puertos abiertos,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información: Enumeración de Balance,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información: Enumeración de Líneas móviles activas,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información: Enumeración de últimas recargas,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información: Perfd,047. Automatic information enumeration
FIN.S.0047. Enumeración automática de información: SVV,047. Automatic information enumeration
FIN.S.0048. Falta de detección de sistemas rooteados,048. Lack of root detection
FIN.S.0049. Certificados Digitales Inseguros,049. Insecure digital certificates - APK Pinning
FIN.S.0049. Insecure Digital Certificates.,049. Insecure digital certificates - APK Pinning
FIN.S.0050. Claves débiles adivinadas,050. Guessed weak credentials
FIN.S.0050. Claves débiles adivinadas - Gateways,050. Guessed weak credentials
FIN.S.0050. Weak passwords compromised,050. Guessed weak credentials
FIN.S.0051. Claves debiles reversadas,051. Cracked weak credentials
FIN.S.0051. Claves débiles reversadas,051. Cracked weak credentials
FIN.S.0051. Claves debiles reversadas - Cuentas de dominio,051. Cracked weak credentials
FIN.S.0051. Claves debiles reversadas: Kerberoast,051. Cracked weak credentials
FIN.S.0051. Claves debiles reversadas: shadow hashes,051. Cracked weak credentials
FIN.S.0051. Weak passwords reversed,051. Cracked weak credentials
FIN.S.0052. Algoritmo de cifrado inseguro,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro  - DSA,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro  - SHA1,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - AES,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - AES/CBC,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - AES/CBC -SHA1,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - DSA,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - Protocolo SSL,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - RC4,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - SHA1,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - SHA1 - CBC,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - TripleDES,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro - TripleDeS,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro -AES/CBC,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro: CBC not random IV,052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro(SHA1),052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro(SSH),052. Insecure encryption algorithm
FIN.S.0052. Algoritmo de cifrado inseguro(SSL),052. Insecure encryption algorithm
FIN.S.0052. Insecure cipher algorithm,052. Insecure encryption algorithm
FIN.S.0053. Ausencia de protección contra ataques de fuerza bruta,053. Lack of protection against brute force attacks
FIN.S.0053. Ausencia de protección contra ataques de fuerza bruta - Cambio de clave - Prometeo,053. Lack of protection against brute force attacks
FIN.S.0053. Ausencia de protección contra ataques de fuerza bruta - cuentas bancarias,053. Lack of protection against brute force attacks
FIN.S.0053. Ausencia de protección contra ataques de fuerza bruta: OpenSSH,053. Lack of protection against brute force attacks
FIN.S.0053. Lack of brute force attacks protection,053. Lack of protection against brute force attacks
FIN.S.0054. Exposed administrative services,054. Exposed administrative services
FIN.S.0054. Servicios administrativos expuestos,054. Exposed administrative services
FIN.S.0054. Servicios administrativos expuestos: FortiGate,054. Exposed administrative services
FIN.S.0055. Configuración insegura del servicio,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio  - CORS,134. Insecure or unset HTTP headers - CORS
FIN.S.0055. Configuración insegura del servicio - Acceso remoto como administrador,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - acceso remoto inseguro,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Ausencia de Certificados,049. Insecure digital certificates - APK Pinning
FIN.S.0055. Configuración insegura del servicio - Azure Storage SAS Tokens,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - bypassSecurityTrust,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Cambio de cuenta,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Cambio de rol,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Captcha Login - Prometeo,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Certificado Wireless,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Cognito Advanced Services,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - comandos locales,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - consolas locales,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Consulta de Instrucciones,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - CORS,134. Insecure or unset HTTP headers - CORS
FIN.S.0055. Configuración insegura del servicio - Cuentas inscritas,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Directorio git,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Directorio transversal,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - DNS cache snoop,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - DynamoDB,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - firewall y antivirus,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Google API Key,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - IamInstanceProfile no establecido,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - keystore,009. Sensitive information in source code
FIN.S.0055. Configuración insegura del servicio - Keystore,009. Sensitive information in source code
FIN.S.0055. Configuración insegura del servicio - Kubelet,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - LDAP,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - LFI,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Listado de directorios,125. Directory listing
FIN.S.0055. Configuración insegura del servicio - Llave certificados,009. Sensitive information in source code
FIN.S.0055. Configuración insegura del servicio - Llave de cifrado débil,035. Weak credential policy
FIN.S.0055. Configuración insegura del servicio - Local File Inclusion,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - localStorage,085. Sensitive data stored in client-side storage
FIN.S.0055. Configuración insegura del servicio - Manejo de Roles,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - MFA Root,081. Lack of multi-factor authentication
FIN.S.0055. Configuración insegura del servicio - Pass-the-hash,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Prometeo,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Protección CSRF,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Protocolos Security Groups,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Puertos abiertos,047. Automatic information enumeration
FIN.S.0055. Configuración insegura del servicio - Rate Limit,108. Improper control of interaction frequency
FIN.S.0055. Configuración insegura del servicio - Rate limit,108. Improper control of interaction frequency
FIN.S.0055. Configuración insegura del servicio - RDP,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - resetPasswordToken sin caducidad,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Roles,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - roles,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Security Group por Defecto,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Session Storage,085. Sensitive data stored in client-side storage
FIN.S.0055. Configuración insegura del servicio - sessionStorage,085. Sensitive data stored in client-side storage
FIN.S.0055. Configuración insegura del servicio - SMB,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Solicitud documental,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - SQS público,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - SSL Server,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Subdomain takeover,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Telefonos,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Terminate como comportamiento de Shutdown,101. Lack of protection against deletion
FIN.S.0055. Configuración insegura del servicio - Tráfico saliente Security Groups.,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Transferencia de Zona,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Transferencias,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Wp-json,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - X-Permitted-Cross-Domain-Policies,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio - Xmlrpc,055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio -CORS,134. Insecure or unset HTTP headers - CORS
"FIN.S.0055. Configuración insegura del servicio ""Claves de cuenta de servicio administradas por usuarios""",055. Insecure service configuration - ADB Backups
"FIN.S.0055. Configuración insegura del servicio ""Consola de Log expuesta""",055. Insecure service configuration - ADB Backups
"FIN.S.0055. Configuración insegura del servicio ""Doble factor de autenticación deshabilitado""",081. Lack of multi-factor authentication
"FIN.S.0055. Configuración insegura del servicio ""Uso credenciales de Gmail""",055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio (Open Relay),055. Insecure service configuration - ADB Backups
FIN.S.0055. Configuración insegura del servicio RDP,055. Insecure service configuration - ADB Backups
